Entry	UniProt Link	Entry Name	Organism	Recommended name	Alternative names	Gene Names
I1RQ76	https://www.uniprot.org/uniprotkb/I1RQ76	ERG1_GIBZE	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	Squalene epoxidase ERG1 (SE) (EC 1.14.14.17)	SE (EC 1.14.14.17); Ergosterol biosynthetic protein 1 (EC 1.14.14.17); Squalene monooxygenase ERG1 (EC 1.14.14.17)	ERG1
I1S104	https://www.uniprot.org/uniprotkb/I1S104	CLM1_GIBZE	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	Longiborneol synthase CLM1 (EC 4.2.3.-)	Culmorin biosynthesis protein 1 (EC 4.2.3.-); Terpene cyclase CLM1 (EC 4.2.3.-)	CLM1
I1ZHA5	https://www.uniprot.org/uniprotkb/I1ZHA5	CAD_CHAFM	Chamaecyparis formosensis (Formosan cypress) (Cupressus formosensis)	Sesquiterpene synthase Cad (Beta-cadinene synthase) (Cf-Cad) (EC 4.2.3.-)	Beta-cadinene synthase (EC 4.2.3.-); Cf-Cad (EC 4.2.3.-)	CAD
I2N045	https://www.uniprot.org/uniprotkb/I2N045	TSUKU_STRT9	Streptomyces tsukubensis (strain DSM 42081 / NBRC 108919 / NRRL 18488 / 9993)	Tsukubadiene synthase (TdS) (EC 4.2.3.159)	TdS (EC 4.2.3.159)	
I6QPS5	https://www.uniprot.org/uniprotkb/I6QPS5	TPS5_MATCR	Matricaria chamomilla var. recutita (German chamomile) (Chamomilla recutita)	(-)-germacrene D synthase (EC 4.2.3.75)	Terpene synthase 5 (EC 4.2.3.75)	
I6QSN0	https://www.uniprot.org/uniprotkb/I6QSN0	TPS3_MATCR	Matricaria chamomilla var. recutita (German chamomile) (Chamomilla recutita)	Germacrene-A synthase (EC 4.2.3.23)	Terpene synthase 3 (EC 4.2.3.23)	
I6R4V5	https://www.uniprot.org/uniprotkb/I6R4V5	TPS2_MATCR	Matricaria chamomilla var. recutita (German chamomile) (Chamomilla recutita)	Alpha-isocomene synthase (EC 4.2.3.136)	Terpene synthase 2 (EC 4.2.3.136)	
I6RAQ6	https://www.uniprot.org/uniprotkb/I6RAQ6	TPS1_MATCR	Matricaria chamomilla var. recutita (German chamomile) (Chamomilla recutita)	(-)-beta-caryophyllene synthase (EC 4.2.3.57)	Terpene synthase 1 (EC 4.2.3.57)	
I6RE61	https://www.uniprot.org/uniprotkb/I6RE61	TPS4_MATCR	Matricaria chamomilla var. recutita (German chamomile) (Chamomilla recutita)	(E)-beta-ocimene synthase, chloroplastic (EC 4.2.3.106)	Terpene synthase 4 (EC 4.2.3.106)	
I7GPX8	https://www.uniprot.org/uniprotkb/I7GPX8	TPS1_TOOSI	Toona sinensis (Chinese mahogany) (Cedrela sinensis)	Sesquiterpene synthase 1 (TsTPS1) ((4R)-limonene synthase TPS1, mitochondrial) (EC 4.2.3.20)	TsTPS1 (EC 4.2.3.20); (4R)-limonene synthase TPS1, mitochondrial (EC 4.2.3.20)	TPS1
I7H727	https://www.uniprot.org/uniprotkb/I7H727	TPS2_TOOSI	Toona sinensis (Chinese mahogany) (Cedrela sinensis)	Sesquiterpene synthase 2 (TsTPS2) (Alpha-humulene synthase TPS2) (EC 4.2.3.104)	TsTPS2 (EC 4.2.3.198); Alpha-humulene synthase TPS2 (EC 4.2.3.-); Alpha-selinene synthase TPS2 (EC 4.2.3.-); Beta-elemene synthase TPS2 (EC 4.2.3.-); Delta-cadinene synthase TPS2 (EC 4.2.3.-)	TPS2
J7FIJ6	https://www.uniprot.org/uniprotkb/J7FIJ6	IDTB_CLAPA	Claviceps paspali (Rye ergot fungus)	Terpene cyclase idtB (EC 4.2.3.-)	Indole-diterpene biosynthesis cluster protein B (EC 4.2.3.-)	idtB
J7FIP8	https://www.uniprot.org/uniprotkb/J7FIP8	IDTP_CLAPA	Claviceps paspali (Rye ergot fungus)	Cytochrome P450 monooxygenase idtP (EC 1.-.-.-)	Indole-diterpene biosynthesis cluster protein P (EC 1.-.-.-)	idtP
J7FIP9	https://www.uniprot.org/uniprotkb/J7FIP9	IDTS_CLAPA	Claviceps paspali (Rye ergot fungus)	Terpene cyclase idtS (EC 5.4.99.-)	Indole-diterpene biosynthesis cluster protein S (EC 5.4.99.-)	idtS
J7FIX8	https://www.uniprot.org/uniprotkb/J7FIX8	IDTG_CLAPA	Claviceps paspali (Rye ergot fungus)	Geranylgeranyl pyrophosphate synthase idtG (GGPP synthase) (GGPPSase) (EC 2.5.1.-)	GGPP synthase (EC 2.5.1.1); GGPPSase (EC 2.5.1.29); (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10); Dimethylallyltranstransferase (EC 2.5.1.10); Farnesyl diphosphate synthase (EC 2.5.1.10); Farnesyltranstransferase (EC 2.5.1.10); Geranylgeranyl diphosphate synthase (EC 2.5.1.10); Geranyltranstransferase (EC 2.5.1.10); Indole-diterpene biosynthesis cluster protein G (EC 2.5.1.10)	idtG
J7FJH0	https://www.uniprot.org/uniprotkb/J7FJH0	LTMS_EPIFF	Epichloe festucae (strain Fl1)	Terpene cyclase ltmS (EC 5.4.99.-)	Lolitrem B biosynthesis cluster protein S (EC 5.4.99.-)	ltmS
J7FJH1	https://www.uniprot.org/uniprotkb/J7FJH1	IDTQ_CLAPA	Claviceps paspali (Rye ergot fungus)	Cytochrome P450 monooxygenase idtQ (EC 1.-.-.-)	Indole-diterpene biosynthesis cluster protein Q (EC 1.-.-.-)	idtQ
J7FJH2	https://www.uniprot.org/uniprotkb/J7FJH2	IDTC_CLAPA	Claviceps paspali (Rye ergot fungus)	Prenyltransferase idtC (EC 2.5.1.-)	Indole-diterpene biosynthesis cluster protein C (EC 2.5.1.-)	idtC
J7FK08	https://www.uniprot.org/uniprotkb/J7FK08	IDTF_CLAPA	Claviceps paspali (Rye ergot fungus)	Indole diterpene prenyltransferase idtF (EC 2.5.1.-)	Indole-diterpene biosynthesis cluster protein F (EC 2.5.1.-)	idtF
J7FK10	https://www.uniprot.org/uniprotkb/J7FK10	IDTM_CLAPA	Claviceps paspali (Rye ergot fungus)	FAD-dependent monooxygenase idtM (EC 1.-.-.-)	Indole-diterpene biosynthesis cluster protein M (EC 1.-.-.-)	idtM
J7LH11	https://www.uniprot.org/uniprotkb/J7LH11	TPS8_PHYDL	Phyla dulcis (Aztec sweet herb) (Lippia dulcis)	(+)-epi-alpha-bisabolol synthase (EC 4.2.3.138)	Terpene synthase 8 (EC 4.2.3.138); LdTPS8 (EC 4.2.3.138)	
J7LJN5	https://www.uniprot.org/uniprotkb/J7LJN5	TPS6_PHYDL	Phyla dulcis (Aztec sweet herb) (Lippia dulcis)	Beta-caryophyllene synthase (EC 4.2.3.-)	Terpene synthase 6 (EC 4.2.3.-); LdTPS6 (EC 4.2.3.-)	
J7LMP2	https://www.uniprot.org/uniprotkb/J7LMP2	TPS5_PHYDL	Phyla dulcis (Aztec sweet herb) (Lippia dulcis)	Bicyclogermacrene synthase (EC 4.2.3.100)	Terpene synthase 5 (EC 4.2.3.100); LdTPS5 (EC 4.2.3.100)	
J7LP58	https://www.uniprot.org/uniprotkb/J7LP58	TPS1_PHYDL	Phyla dulcis (Aztec sweet herb) (Lippia dulcis)	Bifunctional sesquiterpene synthase 1 (Alpha-copaene synthase) (EC 4.2.3.133)	Alpha-copaene synthase (EC 4.2.3.-); Delta-cadinene synthase (EC 4.2.3.-); Terpene synthase 1 (EC 4.2.3.-); LdTPS1 (EC 4.2.3.-)	
J7LQ09	https://www.uniprot.org/uniprotkb/J7LQ09	TPS7_PHYDL	Phyla dulcis (Aztec sweet herb) (Lippia dulcis)	Trans-alpha-bergamotene synthase (EC 4.2.3.81)	Terpene synthase 7 (EC 4.2.3.81); LdTPS7 (EC 4.2.3.81)	
J9QS23	https://www.uniprot.org/uniprotkb/J9QS23	TPS9_SELML	Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii)	Copalyl diphosphate synthase 1 (EC 5.5.1.12)	Terpene synthase 9 (EC 5.5.1.12); SmTPS9 (EC 5.5.1.12)	CPS1
J9QS25	https://www.uniprot.org/uniprotkb/J9QS25	MTS26_SELML	Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii)	(E)-2-epi-beta-caryophyllene synthase (EC 4.2.3.137)	Microbial Terpene synthase-like protein 26 (EC 4.2.3.137); SmMTPSL26 (EC 4.2.3.137)	
J9R1J8	https://www.uniprot.org/uniprotkb/J9R1J8	MTS1_SELML	Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii)	Microbial Terpene synthase-like protein 1 (SmMTPSL1) (EC 4.2.3.-)	SmMTPSL1 (EC 4.2.3.-)	
J9R388	https://www.uniprot.org/uniprotkb/J9R388	TPS10_SELML	Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii)	Copalyl diphosphate synthase 2 (EC 5.5.1.12)	Terpene synthase 10 (EC 5.5.1.12); SmTPS10 (EC 5.5.1.12)	CPS2
J9R393	https://www.uniprot.org/uniprotkb/J9R393	MTS13_SELML	Selaginella moellendorffii (Gemmiferous spikemoss) (Kungiselaginella moellendorffii)	Microbial Terpene synthase-like protein 13	SmMTPSL13	
J9R5V4	https://www.uniprot.org/uniprotkb/J9R5V4	TPS2_VALOF	Valeriana officinalis (Valerian) (Garden heliotrope)	Valerena-4,7(11)-diene synthase (EC 4.2.3.139)	Terpene synthase 2 (EC 4.2.3.139); VoTPS2 (EC 4.2.3.139)	TPS2
J9RLZ7	https://www.uniprot.org/uniprotkb/J9RLZ7	TPS1_VALOF	Valeriana officinalis (Valerian) (Garden heliotrope)	Germacrene C/D synthase (EC 4.2.3.60)	Terpene synthase 1 (EC 4.2.3.75); VoTPS1 (EC 4.2.3.75)	TPS1
K0K750	https://www.uniprot.org/uniprotkb/K0K750	BCAS_SACES	Saccharothrix espanaensis (strain ATCC 51144 / DSM 44229 / JCM 9112 / NBRC 15066 / NRRL 15764)	(-)-beta-caryophyllene synthase ((2E,6E)-farnesyl diphosphate cyclizing) (EC 4.2.3.57)	(2E,6E)-farnesyl diphosphate cyclizing (EC 4.2.3.57); Beta-caryophyllene synthase (EC 4.2.3.57); Terpene synthase (EC 4.2.3.57); Type I terpene cyclase (EC 4.2.3.57)	ptlA
K2QVI4	https://www.uniprot.org/uniprotkb/K2QVI4	DPMPE_MACPH	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	FAD-dependent monooxygenase dpmpE (EC 1.-.-.-)	Diterpenoid pyrone biosynthesis cluster protein E (EC 1.-.-.-)	dpmpE
K2QVI8	https://www.uniprot.org/uniprotkb/K2QVI8	DPMPA_MACPH	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	Non-reducing polyketide synthase dpmpA (EC 2.3.1.-)	Diterpenoid pyrone biosynthesis cluster protein A (EC 2.3.1.-)	dpmpA
K2RGJ8	https://www.uniprot.org/uniprotkb/K2RGJ8	DPMPI_MACPH	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	O-methyltransferase dpmpI (EC 2.1.1.-)	Diterpenoid pyrone biosynthesis cluster protein I (EC 2.1.1.-)	dpmpI
K2RLM2	https://www.uniprot.org/uniprotkb/K2RLM2	DPMPJ_MACPH	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	Cytochrome P450 monooxygenase dpmpJ (EC 1.-.-.-)	Diterpenoid pyrone biosynthesis cluster protein J (EC 1.-.-.-)	dpmpJ
K2RLM6	https://www.uniprot.org/uniprotkb/K2RLM6	DPMPG_MACPH	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	Short chain dehydrogenase/reductase dpmpG (EC 1.1.1.-)	Diterpenoid pyrone biosynthesis cluster protein G (EC 1.1.1.-)	dpmpG
K2RU64	https://www.uniprot.org/uniprotkb/K2RU64	DPMPB_MACPH	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	Terpene cyclase dpmpB (EC 4.2.3.-)	Diterpenoid pyrone biosynthesis cluster protein B (EC 4.2.3.-)	dpmpB
K2RU68	https://www.uniprot.org/uniprotkb/K2RU68	DPMPH_MACPH	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	Short chain dehydrogenase/reductase dpmpH (EC 1.1.1.-)	Diterpenoid pyrone biosynthesis cluster protein H (EC 1.1.1.-)	dpmpH
K2SUY0	https://www.uniprot.org/uniprotkb/K2SUY0	MPMS_MACPH	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	Macrophomene synthase (MpMS) (EC 4.2.3.221)	MpMS (EC 2.5.1.158); HexPP synthase (EC 2.5.1.158)	
K4B6C9	https://www.uniprot.org/uniprotkb/K4B6C9	EOT1_SOLLC	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	Protein EXPRESSION OF TERPENOIDS 1	SlEOT1	EOT1
K4IAL8	https://www.uniprot.org/uniprotkb/K4IAL8	TPS3_SALSC	Salvia sclarea (Clary sage)	Diterpene synthase 3, chloroplastic	SsdiTPS3	TPS3
K4L9M2	https://www.uniprot.org/uniprotkb/K4L9M2	STS1_THAGA	Thapsia garganica (Deadly carrot) (Elaeoselinum garganicum)	Sesquiterpene synthase 1 (EC 4.2.3.13)	D-cadinene synthase STS1 (EC 4.2.3.13)	STS1
K4LMW2	https://www.uniprot.org/uniprotkb/K4LMW2	STS2_THAGA	Thapsia garganica (Deadly carrot) (Elaeoselinum garganicum)	Sesquiterpene synthase 2 (EC 4.2.3.143)	Kunzeaol synthase STS2 (EC 4.2.3.143)	STS2
K7NBZ9	https://www.uniprot.org/uniprotkb/K7NBZ9	CUCS_SIRGR	Siraitia grosvenorii (Monk's fruit) (Momordica grosvenorii)	Cucurbitadienol synthase (SgCDS) (SgCS) (SgCbQ) (EC 5.4.99.33)	SgCDS (EC 5.4.99.-); SgCS (EC 5.4.99.-); SgCbQ (EC 5.4.99.-); 24,25-epoxy-cucurbitadienol synthase (EC 5.4.99.-)	CBQ
K7WDC8	https://www.uniprot.org/uniprotkb/K7WDC8	TS21I_MAIZE	Zea mays (Maize)	Inactive beta selinene synthase	Terpene synthase 21; Zmtps21	
K7WDL7	https://www.uniprot.org/uniprotkb/K7WDL7	IRIS_CATRO	Catharanthus roseus (Madagascar periwinkle) (Vinca rosea)	(S)-8-oxocitronellyl enol synthase (EC 1.3.1.122)	Iridoid synthase (EC 1.3.1.122); ISY (EC 1.3.1.122)	
K7WQ45	https://www.uniprot.org/uniprotkb/K7WQ45	CPT2_SOLLC	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	Nerylneryl diphosphate synthase CPT2, chloroplastic (EC 2.5.1.142)	Cis-prenyltransferase 2 (EC 2.5.1.142); SlCPT2 (EC 2.5.1.142)	CPT2
K9Y645	https://www.uniprot.org/uniprotkb/K9Y645	GTPS3_THYVU	Thymus vulgaris (Thyme)	Putative terpene synthase 3, chloroplastic (TvTPS3) (EC 4.2.3.-)	TvTPS3 (EC 4.2.3.-); Probably inactive gamma-terpinene synthase (EC 4.2.3.-)	TPS3
K9Y6Y9	https://www.uniprot.org/uniprotkb/K9Y6Y9	GTPS2_THYVU	Thymus vulgaris (Thyme)	Putative terpene synthase 2, chloroplastic (TTPS2) (TvTPS2) (EC 4.2.3.-)	TTPS2 (EC 4.2.3.-); TvTPS2 (EC 4.2.3.-); Inactive gamma-terpinene synthase 2, chloroplastic (EC 4.2.3.-)	TPS2
L0HAM7	https://www.uniprot.org/uniprotkb/L0HAM7	SBHS6_THYVU	Thymus vulgaris (Thyme)	Sabinene hydrate synthase, chloroplastic (EC 4.2.3.11)	Terpene synthase 6 (EC 4.2.3.11); TvTPS6 (EC 4.2.3.11)	TPS6
L0HB77	https://www.uniprot.org/uniprotkb/L0HB77	SBHS7_THYVU	Thymus vulgaris (Thyme)	(E)-sabinene hydrate synthase, chloroplastic (EC 4.2.3.11)	Terpene synthase 7 (EC 4.2.3.11); TvTPS7 (EC 4.2.3.11)	TPS7
L0MXJ1	https://www.uniprot.org/uniprotkb/L0MXJ1	FC3_DIAAM	Diaporthe amygdali (Fusicoccum amygdali)	Fusicoccadiene 8-ol C-16-hydroxylase (EC 1.1.1.-)	Cytochrome P450 monooxygenase PaP450-1 (EC 1.1.1.-); Fusicoccin A biosynthetic gene clusters protein 3 (EC 1.1.1.-)	PaP450-1
L0MXJ3	https://www.uniprot.org/uniprotkb/L0MXJ3	FC9_DIAAM	Diaporthe amygdali (Fusicoccum amygdali)	O-acetyltransferase PaAT-1 (EC 2.3.1.-)	Fusicoccin A biosynthetic gene clusters protein 9 (EC 2.3.1.-)	PaAT-1
L0MXX3	https://www.uniprot.org/uniprotkb/L0MXX3	FC8_DIAAM	Diaporthe amygdali (Fusicoccum amygdali)	O-methyltransferase PaMT (EC 2.1.1.-)	Fusicoccin A biosynthetic gene clusters protein 8 (EC 2.1.1.-)	PaMT
L0MYS5	https://www.uniprot.org/uniprotkb/L0MYS5	FC7_DIAAM	Diaporthe amygdali (Fusicoccum amygdali)	Fusicocca-1,10 (EC 1.-.-.-)	Cytochrome P450 monooxygenase PaP450-3 (EC 1.-.-.-); Fusicoccin A biosynthetic gene clusters protein 7 (EC 1.-.-.-)	PaP450-3
L0MYS8	https://www.uniprot.org/uniprotkb/L0MYS8	FC12_DIAAM	Diaporthe amygdali (Fusicoccum amygdali)	Dideacetyl fusicoccin A C-19 hydroxylase (EC 1.-.-.-)	Cytochrome P450 monooxygenase PaP450-5 (EC 1.-.-.-); Fusicoccin A biosynthetic gene clusters protein 12 (EC 1.-.-.-)	PaP450-5
L0MZK0	https://www.uniprot.org/uniprotkb/L0MZK0	FC6_DIAAM	Diaporthe amygdali (Fusicoccum amygdali)	O-glycosyltransferase PaGT (EC 2.4.1.-)	Fusicoccin A biosynthetic gene clusters protein 6 (EC 2.4.1.-)	PaGT
L0MZK4	https://www.uniprot.org/uniprotkb/L0MZK4	FC13_DIAAM	Diaporthe amygdali (Fusicoccum amygdali)	O-acetyltransferase PaAT-2 (EC 2.3.1.-)	Fusicoccin A biosynthetic gene clusters protein 12 (EC 2.3.1.-)	PaAT-2
L0N063	https://www.uniprot.org/uniprotkb/L0N063	FC5_DIAAM	Diaporthe amygdali (Fusicoccum amygdali)	Fusicoccadiene C-8 hydroxylase (EC 1.-.-.-)	Cytochrome P450 monooxygenase PaP450-2 (EC 1.-.-.-); Fusicoccin A biosynthetic gene clusters protein 5 (EC 1.-.-.-)	PaP450-2
L0N065	https://www.uniprot.org/uniprotkb/L0N065	FC10_DIAAM	Diaporthe amygdali (Fusicoccum amygdali)	Fusicoccin H C-9 hydroxylase (EC 1.-.-.-)	Cytochrome P450 monooxygenase PaP450-4 (EC 1.-.-.-); Fusicoccin A biosynthetic gene clusters protein 10 (EC 1.-.-.-)	PaP450-4
M1UZ07	https://www.uniprot.org/uniprotkb/M1UZ07	TERC_TOLAL	Tolypocladium album (Soil fungus) (Chaunopycnis alba)	Prenyltransferase terC (EC 2.5.1.-)	Terpendoles biosynthesis cluster protein C (EC 2.5.1.-)	terC
M1UZ09	https://www.uniprot.org/uniprotkb/M1UZ09	TERF_TOLAL	Tolypocladium album (Soil fungus) (Chaunopycnis alba)	Indole diterpene prenyltransferase terF (EC 2.5.1.-)	Terpendoles biosynthesis cluster protein F (EC 2.5.1.-)	terF
M1V8J8	https://www.uniprot.org/uniprotkb/M1V8J8	TERK_TOLAL	Tolypocladium album (Soil fungus) (Chaunopycnis alba)	Cytochrome P450 monooxygeanse terK (EC 1.-.-.-)	Terpendoles biosynthesis cluster protein K (EC 1.-.-.-)	terK
M1V8K0	https://www.uniprot.org/uniprotkb/M1V8K0	TERP_TOLAL	Tolypocladium album (Soil fungus) (Chaunopycnis alba)	Cytochrome P450 monooxygeanse terP (EC 1.-.-.-)	Terpendoles biosynthesis cluster protein P (EC 1.-.-.-)	terP
M1V9Q0	https://www.uniprot.org/uniprotkb/M1V9Q0	DTCYA_STRSQ	Streptomyces sp	Diterpene cyclase DtcycA (Cembrene C synthase) (EC 4.2.3.148)	Cembrene C synthase (EC 4.2.3.149); Nephthenol synthase (EC 4.2.3.149)	dtcycA
M1VDX3	https://www.uniprot.org/uniprotkb/M1VDX3	DTCYB_STRSQ	Streptomyces sp	Diterpene cyclase DtcycB (Cembrene A synthase) (EC 4.2.3.150)	Cembrene A synthase (EC 4.2.3.149); Nephthenol synthase (EC 4.2.3.151); Pentamethylcyclopentadecatrienol synthase (EC 4.2.3.151)	dtcycB
M1VE36	https://www.uniprot.org/uniprotkb/M1VE36	TERM_TOLAL	Tolypocladium album (Soil fungus) (Chaunopycnis alba)	FAD-dependent monooxygeanse terM (EC 1.-.-.-)	Terpendoles biosynthesis cluster protein M (EC 1.-.-.-)	terM
M1VJS5	https://www.uniprot.org/uniprotkb/M1VJS5	TERB_TOLAL	Tolypocladium album (Soil fungus) (Chaunopycnis alba)	Terpene cyclase terB (EC 4.2.3.-)	Terpendoles biosynthesis cluster protein B (EC 4.2.3.-)	terB
M1VNH2	https://www.uniprot.org/uniprotkb/M1VNH2	TERQ_TOLAL	Tolypocladium album (Soil fungus) (Chaunopycnis alba)	Cytochrome P450 monooxygeanse terQ (EC 1.-.-.-)	Terpendoles biosynthesis cluster protein Q (EC 1.-.-.-)	terQ
M2SPA3	https://www.uniprot.org/uniprotkb/M2SPA3	BIPA_COCSN	Cochliobolus sativus (strain ND90Pr / ATCC 201652) (Common root rot and spot blotch fungus) (Bipolaris sorokiniana)	Terpene synthase BipA (EC 4.2.3.-)	Minimal biosynthetic bip cluster protein A (EC 4.2.3.-); Sesquiterpene cyclase BipA (EC 4.2.3.-)	BipA
M2T7Z1	https://www.uniprot.org/uniprotkb/M2T7Z1	TPCD_COCH5	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)	FAD-dependent monooxygenase tpcD (EC 1.-.-.-)	Terpestacin biosynthesis cluster protein D (EC 1.-.-.-)	tpcD
M2U578	https://www.uniprot.org/uniprotkb/M2U578	TPCA_COCH5	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)	Preterpestacin I synthase tpcA (Aspergilol biosynthesis cluster protein tpcA) (Bifunctional terpene synthase tpcA) (BFTS tpcA) (TS tpcA) (EC 4.2.3.-)	Aspergilol biosynthesis cluster protein tpcA (EC 2.5.1.29); Bifunctional terpene synthase tpcA (EC 2.5.1.81); BFTS tpcA (EC 2.5.1.81); TS tpcA (EC 2.5.1.81); GGDP synthase (EC 2.5.1.81); GGS (EC 2.5.1.81); GFDP synthase (EC 2.5.1.81)	tpcA
M2UJ60	https://www.uniprot.org/uniprotkb/M2UJ60	TPCC_COCH5	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)	Cytochrome P450 monooxygenase tpcC (EC 1.-.-.-)	Terpestacin biosynthesis cluster protein C (EC 1.-.-.-)	tpcC
M2URK9	https://www.uniprot.org/uniprotkb/M2URK9	OBLC_COCH5	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)	FAD-dependent oxidoreductase oblC (EC 1.21.-.-)	Ophiobolin biosynthesis cluster protein C (EC 1.21.-.-)	oblC
M2V0Z8	https://www.uniprot.org/uniprotkb/M2V0Z8	TPCB_COCH5	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)	Cytochrome P450 monooxygenase tpcB (EC 1.-.-.-)	Terpestacin biosynthesis cluster protein B (EC 1.-.-.-)	tpcB
M2V8C1	https://www.uniprot.org/uniprotkb/M2V8C1	OBLA_COCH5	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)	Ophiobolin F synthase oblA (Bifunctional sesterterpene synthase oblA) (Ophiobolin biosynthesis cluster protein A) (EC 4.2.3.145)	Bifunctional sesterterpene synthase oblA (EC 2.5.1.29); Ophiobolin biosynthesis cluster protein A (EC 2.5.1.81); GGDP synthase (EC 2.5.1.81); GGS (EC 2.5.1.81); GFDP synthase (EC 2.5.1.81)	oblA
M2V933	https://www.uniprot.org/uniprotkb/M2V933	OBLB_COCH5	Cochliobolus heterostrophus (strain C5 / ATCC 48332 / race O) (Southern corn leaf blight fungus) (Bipolaris maydis)	Cytochrome P450 monooxygenase oblB (EC 1.-.-.-)	Ophiobolin biosynthesis cluster protein B (EC 1.-.-.-)	oblB
M4HXU6	https://www.uniprot.org/uniprotkb/M4HXU6	TPSD1_PINBN	Pinus banksiana (Jack pine) (Pinus divaricata)	Bifunctional levopimaradiene synthase, chloroplastic (PbLAS1) (Diterpene synthase) (EC 4.2.3.32)	PbLAS1 (EC 4.2.3.18); Diterpene synthase (EC 4.2.3.132); Abieta-7,13-diene synthase (EC 5.5.1.12); Neoabietadiene synthase (EC 5.5.1.12)	TPS-LAS1
M4HXW5	https://www.uniprot.org/uniprotkb/M4HXW5	MISO1_PINBN	Pinus banksiana (Jack pine) (Pinus divaricata)	Monofunctional isopimaradiene synthase, chloroplastic (PbmIso1) (EC 4.2.3.44)	PbmIso1 (EC 4.2.3.44)	TPS-mISO1
M4HY05	https://www.uniprot.org/uniprotkb/M4HY05	TPSD1_PINCO	Pinus contorta (Shore pine) (Lodgepole pine)	Bifunctional levopimaradiene synthase, chloroplastic (PcLAS1) (Diterpene synthase) (EC 4.2.3.32)	PcLAS1 (EC 4.2.3.18); Diterpene synthase (EC 4.2.3.132); Abieta-7,13-diene synthase (EC 5.5.1.12); Neoabietadiene synthase (EC 5.5.1.12)	TPS-LAS1
M4HY08	https://www.uniprot.org/uniprotkb/M4HY08	MPIM1_PINBN	Pinus banksiana (Jack pine) (Pinus divaricata)	Monofunctional pimaradiene synthase (PbmPIM1) (EC 4.2.3.147)	PbmPIM1 (EC 4.2.3.147)	TPS-mPim1
M4HYC6	https://www.uniprot.org/uniprotkb/M4HYC6	TPSD2_PINCO	Pinus contorta (Shore pine) (Lodgepole pine)	Bifunctional levopimaradiene synthase, chloroplastic (PcLAS2) (Diterpene synthase) (EC 4.2.3.32)	PcLAS2 (EC 4.2.3.18); Diterpene synthase (EC 4.2.3.132); Abieta-7,13-diene synthase (EC 5.5.1.12); Neoabietadiene synthase (EC 5.5.1.12)	TPS-LAS2
M4HYC8	https://www.uniprot.org/uniprotkb/M4HYC8	MPIM1_PINCO	Pinus contorta (Shore pine) (Lodgepole pine)	Monofunctional pimaradiene synthase (PcmPIM1) (EC 4.2.3.147)	PcmPIM1 (EC 4.2.3.147)	TPS-mPim1
M4HYP3	https://www.uniprot.org/uniprotkb/M4HYP3	MISO1_PINCO	Pinus contorta (Shore pine) (Lodgepole pine)	Monofunctional isopimaradiene synthase, chloroplastic (PcmIso1) (EC 4.2.3.44)	PcmIso1 (EC 4.2.3.44)	TPS-mISO1
M4I1C6	https://www.uniprot.org/uniprotkb/M4I1C6	NUDT1_ROSHC	Rosa hybrid cultivar	Geranyl diphosphate phosphohydrolase (EC 3.6.1.68)	Nudix hydrolase 1 (EC 3.6.1.68); RhNUDX1 (EC 3.6.1.68)	NUDIX1
